 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 2.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 3.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 4.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 5.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 6.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 7.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 8.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 9.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
 1.000000e+01 6.730944e-01 2.727245e-01 8.915111e-02 2.137714e+00
 1.100000e+01 6.415519e-01 2.235168e-01 6.087197e-02 2.083436e+00
 1.200000e+01 6.177706e-01 2.219038e-01 9.457028e-02 1.900014e+00
 1.300000e+01 6.069205e-01 2.265486e-01 1.141018e-01 1.887954e+00
 1.400000e+01 5.888431e-01 2.144085e-01 1.064510e-01 1.885805e+00
 1.500000e+01 5.740651e-01 2.043339e-01 9.936346e-02 1.857552e+00
 1.600000e+01 5.582553e-01 1.971017e-01 9.668261e-02 1.813232e+00
 1.700000e+01 5.372245e-01 1.821438e-01 8.715501e-02 1.731111e+00
 1.800000e+01 5.209403e-01 1.728076e-01 8.349548e-02 1.640417e+00
 1.900000e+01 5.072752e-01 1.660959e-01 8.149438e-02 1.567680e+00
 2.000000e+01 4.966799e-01 1.615698e-01 8.059483e-02 1.507585e+00
 2.100000e+01 4.895099e-01 1.611989e-01 8.395952e-02 1.463830e+00
 2.200000e+01 4.833457e-01 1.619378e-01 8.826115e-02 1.416738e+00
 2.300000e+01 4.774660e-01 1.623846e-01 9.175026e-02 1.380427e+00
 2.400000e+01 4.711450e-01 1.615056e-01 9.368289e-02 1.346158e+00
 2.500000e+01 4.650862e-01 1.603492e-01 9.505308e-02 1.319802e+00
